repo
Azure/azure-sdk
Azure/azure-sdk-for-cpp
Azure/azure-sdk-for-go
Azure/azure-sdk-for-java
Azure/azure-sdk-for-js
Azure/azure-sdk-for-net
Azure/azure-sdk-for-python
Azure/azure-sdk-for-rust
Azure/azure-sdk-tools
Azure/azure-service-operator
Azure/azure-storage-azcopy
Azure/azure-storage-fuse
Azure/bicep
Azure/bicep-registry-modules
Azure/dalec
Azure/data-api-builder
Azure/fleet
Azure/intelligent-app-workshop
Azure/kubelogin
Azure/missionlz
Azure/review-checklists
Azure/sql-action
Azure/terraform
AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet
AzureAD/microsoft-authentication-library-for-dotnet
AzureAD/microsoft-authentication-library-for-js
AzureAD/microsoft-identity-web
AzureCosmosDB/data-migration-desktop-tool
Bandit-HaxUnit/haxunit
BasedHardware/omi
BeehiveInnovations/zen-mcp-server
BerriAI/litellm
BlueFalconHD/apple_generative_model_safety_decrypted
BlueSkyXN/DeepAI
BlueSkyXN/WorkerJS_CloudFlare_ImageBed
BlueWallet/BlueWallet
BlueWallet/GroundControl
BoundaryML/baml
BretFisher/awesome-swarm
BrighterCommand/Brighter
Brooooooklyn/canvas
CEPT-VZG/digipin
CX330Blake/Black-Hat-Zig
CakeCrusher/tech-int-cheat
Cap-go/capgo
CapSoftware/Cap
CarGuo/GSYGithubAPP
CarGuo/GSYVideoPlayer
CarGuo/gsy_github_app_flutter
CareyWang/MyUrls
Chia-Network/chia-blockchain
ChristopheZhao/ChaGPT-API-Call
CocoaPods/CocoaPods
CodeWithCJ/SparkyFitness
Codehagen/Badget
CoderGamester/mcp-unity
CodingAleCR/http_interceptor
CognitionAI/blockdiff
Comfy-Org/desktop
CommunityToolkit/Aspire
ComposioHQ/composio
CopilotC-Nvim/CopilotChat.nvim
CoreWCF/CoreWCF
Cosmian/kms
Crownicles/Crownicles
CuteReimu/bilibili
Cysharp/MagicOnion
DannyMac180/meta-agent
Datawalke/Coordino
DaveSkender/Stock.Indicators
Deep-Learning-Profiling-Tools/triton-viz
DeepLabCut/DeepLabCut
Deepractice/PromptX
DestinyItemManager/DIM
DhanushNehru/Python-Scripts
Diniboy1123/usque
DonDebonair/slack-machine
DumbWareio/DumbAssets
DumbWareio/DumbBudget
ESP32Async/ESPAsyncWebServer
Edgenesis/shifu
EduMIPS64/edumips64
EdwinVW/pitstop
Efeckc17/YoutubeGO
Effect-TS/effect-smol
ElectNewt/Distribt
EmmyLuaLs/emmylua-analyzer-rust
Emurgo/yoroi
Epix-Incorporated/Adonis
Equationzhao/g
EvolvingLMMs-Lab/lmms-eval
Expensify/App
FastLED/FastLED
FerretDB/FerretDB
FidelusAleksander/ghcertified
Fighter19/CnC_Generals_Zero_Hour
FinAegis/core-banking-prototype-laravel
FirelyTeam/firely-net-sdk
Flagsmith/flagsmith
Floorp-Projects/Floorp
Fraunhofer-AISEC/cpg
Freika/dawarich
FritzAndFriends/SharpSite
GMPrakhar/MAUI-Designer
GetSoloTech/solo-server
Giorgi/DuckDB.NET
GitTools/GitVersion
GlareDB/glaredb
GlitchEnzo/NuGetForUnity
GongRzhe/Gmail-MCP-Server
GoogleChromeLabs/ps-analysis-tool
GradleUp/shadow
H3rmt/hyprshell
HaveAGitGat/Tdarr_Plugins
Helicone/helicone
HotCakeX/Harden-Windows-Security
HumanSignal/label-studio
IAHispano/Applio
IEvangelist/blazorators
INCATools/ontology-access-kit
Idov31/Nidhogg
InamuraJIN/ActionRecorder
J-Tech-Japan/Sekiban
JMBeresford/retrom
JanDeDobbeleer/oh-my-posh
Jaysmito101/cgl
JessicaTegner/pypandoc
JhumanJ/OpnForm
Jij-Inc/OpenJij
Jij-Inc/pyo3-stub-gen
JonasKruckenberg/k23
JoshuaC215/agent-service-toolkit
JuliaDebug/Cthulhu.jl
JuliaLang/JuliaSyntax.jl
JuliaLang/Pkg.jl
JuliaLang/julia
JuliaSymbolics/Symbolics.jl
Kashif-E/CameraK
Keldos-Li/typora-latex-theme
Kevinrob/guzzle-cache-middleware
KilledByAPixel/LittleJS
KomodoPlatform/komodo-defi-framework
Kotlin-Android-Open-Source/MVI-Coroutines-Flow
Kotlin/dataframe
Kotlin/dokka
Krande/adapy
KuekHaoYang/KResearch
LIT-Protocol/js-sdk
LLFourn/secp256kfun
Layr-Labs/eigenlayer-contracts
Lightning-AI/lightning-thunder
Ljzd-PRO/KToolBox
LorenFrankLab/spyglass
LottieFiles/dotlottie-web
LuaLS/lua-language-server
Lumiwealth/lumibot
MCPJam/inspector
MM2-0/Kvaesitso
MUnique/OpenMU
MaiM-with-u/MaiBot
Mail-0/Zero
MarimerLLC/csla
MervinPraison/PraisonAI
MetaMask/core
MetaMask/metamask-extension
MetaMask/metamask-mobile
MeteorDevelopment/meteor-client
MicrosoftDocs/azure-dev-docs
MicrosoftDocs/azure-devops-docs
MicrosoftDocs/mcp
MicrosoftLearning/AZ400-DesigningandImplementingMicrosoftDevOpsSolutions
MicrosoftLearning/eShopOnWeb
MikePopoloski/slang
MinaProtocol/mina
MixinNetwork/flutter-plugins
Mokshit06/typewind
Mooncake-Labs/pg_mooncake
MotiaDev/motia-examples
Mr-Quin/danmaku-anywhere
MultiboxLabs/flow-browser
Myriad-Dreamin/tinymist
NG-ZORRO/ng-zorro-antd
NUWCDIVNPT/stig-manager
NangoHQ/nango
NethermindEth/nethermind
NethermindEth/starknet.go
NeuraLegion/brokencrystals
NewFuture/DDNS
NikolayS/postgres_dba
NuGet/NuGet.Client
NuGet/NuGetGallery
Nugine/s3s
Nyasami/Ksign
OEvortex/Webscout
OHIF/Viewers
OWASP-BLT/BLT
OWASP/mastg
OWASP/wrongsecrets
ObservedObserver/async-code
OffchainLabs/nitro
OfficeDev/Microsoft-Teams-Samples
OfficeDev/microsoft-teams-emergency-operations-center
OneKeyHQ/app-monorepo
Open-Systems-Pharmacology/PK-Sim
OpenAdaptAI/OpenAdapt
OpenAgentsInc/openagents
OpenDroneMap/WebODM
OpenListTeam/OpenList
OpenPipe/ART
OpenRouterTeam/ai-sdk-provider
OpenRouterTeam/openrouter-examples
OpenSprinkler/OpenSprinkler-App
OrchardCMS/OrchardCore
Osly-AI/PocketManus
PDFMathTranslate/PDFMathTranslate-next
PRQL/prql
PaddlePaddle/Paddle
Particular/docs.particular.net
PasteBar/PasteBarApp
PepperDash/Essentials
Pikachuxxxx/Razix
Pinelab-studio/pinelab-vendure-plugins
PostHog/posthog
PowerShell/AIShell
PowerShell/PowerShellEditorServices
PowerShell/vscode-powershell
PrefectHQ/prefect
Project-MONAI/tutorials
PromtEngineer/localGPT
PyO3/maturin
PySpur-Dev/pyspur
Python-Fuzzylogic/fuzzylogic
QL-Win/QuickLook
QuestPDF/QuestPDF
RSamaium/CanvasEngine
RSamaium/RPG-JS
Raival-e/Prism-File-Explorer
ReactiveCircus/android-emulator-runner
Rello/analytics
RevenueCat/purchases-ios
RimSort/RimSort
RocketChat/Rocket.Chat.ReactNative
RooCodeInc/Roo-Code
RustPython/RustPython
RyanSusana/elepy
SNGWN/Mobile-PT
Sanjeet990/Astroluma
SazumiVicky/cursor-reset-tools
Scale3-Labs/langtrace
SchemaStore/schemastore
SciML/DataInterpolations.jl
SciML/DiffEqGPU.jl
ShaunLawrie/PwshSpectreConsole
Shelf-nu/shelf.nu
Shopify/roast
Significant-Gravitas/AutoGPT
SilentButeo2/webgrabplus-siteinipack
Skyscanner/backpack-ios
Skyscanner/turbolift
SlimPlanet/SlimFaas
Sls0n/Prismify
SmallDoges/small-doge
SoftFever/OrcaSlicer
SolidInvoice/SolidInvoice
Southclaws/storyden
StarRocks/starrocks
SuperClaude-Org/SuperClaude_Framework
SverrirValgeirsson/Todour
TC999/AppDataCleaner
TanStack/db
TanStack/pacer
TanStack/router
TauricResearch/TradingAgents
TempleDevelopment/TempleWare-Legacy
Tencent/ncnn
Tencent/tdesign-vue-next-starter
TensorBlock/awesome-mcp-servers
TheThingsNetwork/lorawan-devices
TheWover/donut
ToolJet/ToolJet
TorchIO-project/torchio
TracecatHQ/tracecat
TrySummon/summon-app
U8F69/open-webui
UIforFreedom/UIF
Uniswap/interface
VikashLoomba/copilot-mcp
VirtualBox/virtualbox
Vocab-Apps/anki-hyper-tts
Voxelum/minecraft-launcher-core-node
Voxelum/x-minecraft-launcher
W1LDN16H7/JPL
WEIFENG2333/VideoCaptioner
WalletConnect/walletconnect-monorepo
Wan-Video/Wan2.1
Wei-Shaw/claude-relay-service
WellApp-ai/Well
WorkflowAI/WorkflowAI
Xinrea/bili-shadowreplay
Yamashou/gqlgenc
YumNumm/EQMonitor
YunaiV/ruoyi-vue-pro
YunaiV/yudao-cloud
Z3Prover/z3
Zipstack/unstract
a16z/halmos
aaronpowell/httpstatus
aavetis/PRarena
abh/geodns
abh/ntppool
ably/ably-js
acoyfellow/UserDO
actions/runner-images
actions/toolkit
activeguild/vite-plugin-sass-dts
activepieces/activepieces
acts-project/acts
actualbudget/actual
adaline/gateway
adrgs/requestrepo
afc163/fanyi
ag2ai/ag2
ag2ai/build-with-ag2
ag2ai/fastagency
agentmark-ai/agentmark
ai-shifu/ai-shifu
aidenybai/bippy
aipotheosis-labs/aci
airbytehq/PyAirbyte
airbytehq/airbyte
ajthinking/data-story
aki77/activestorage-validator
akshatmittal/youtube-realtime
akto-api-security/akto
alandtse/alexa_media_player
alariq/mc2
aldinokemal/go-whatsapp-web-multidevice
alefragnani/vscode-bookmarks
alexandear/import-gitlab-commits
alexpfau/calendar-card-pro
alfg/opendrinks
allenai/open-instruct
allthingslinux/tux
altive/flutter_app_template
am32-firmware/AM32
amantus-ai/vibetunnel
amber-lang/amber
amplication/amplication
anaisbetts/mcp-installer
andrea9293/mcp-documentation-server
andrewgcodes/repo2prompt
andrewlock/NetEscapades.EnumGenerators
aniyomiorg/aniyomi
ant-design/ant-design
ant-design/ant-design-mobile
ant-design/ant-design-pro
ant-design/cssinjs
ant-design/x
anthropics/claude-code
anthropics/claude-code-action
antiwork/flexile
antiwork/gumroad
antiwork/gumroad-v1
antiwork/helper
antiwork/iffy
antiwork/shortest
antontanderup/mediocre-hass-media-player-cards
anyproto/anytype-swift
apache/pulsar
apolloconfig/agollo
apolloconfig/apollo
apostrophecms/apostrophe
appdotbuild/agent
appdotbuild/platform
appknox/pyaxmlparser
appsmithorg/appsmith
ar-io/ar-io-node
arc53/DocsGPT
arduia/ProExpense
artprima/prometheus-metrics-bundle
artsy/eigen
artsy/force
assistant-ui/assistant-ui
ast-grep/ast-grep
astral-sh/uv
ateliee/jquery.schedule
auchenberg/claude-code-mcp
auros-one/tauri-sveltekit
autumn-library/autumn
awaescher/OllamaSharp
aws-samples/generative-ai-use-cases
axinc-ai/ailia-models
aztfmod/rover
aztfmod/terraform-provider-azurecaf
azu/monorepo-utils
azu/ni.zsh
azu/promises-book
azure-ai-foundry/foundry-samples
azurekid/blackcat
babalae/better-genshin-impact
babelcloud/LLM-RGB
backstage/backstage
badlogic/lemmy
basementstudio/xmcp
baserproject/basercms
basicmachines-co/basic-memory
bayesianbandits/bayesianbandits
baynezy/Html2Markdown
bazel-contrib/rules_foreign_cc
bbc/simorgh
bcherny/json-schema-to-typescript
bcollazo/catanatron
beeradmoore/dlss-swapper
beihaili/Get-Started-with-Web3
belladoreai/llama3-tokenizer-js
ben-sb/obfuscator-io-deobfuscator
benbalter/jekyll-include-cache
benbalter/jekyll-relative-links
benbalter/jekyll-remote-theme
benbalter/wordpress-to-jekyll-exporter
bendichter/brokenaxes
bennycode/trading-signals
bentoml/BentoML
benwbrum/fromthepage
berachain/beacon-kit
bespokelabsai/curator
bettse/seader
bifrost-io/bifrost
bikeshaving/crank
binarywang/WxJava
biolink/biolink-model
bitfoundation/bitplatform
blefnk/relivator-nextjs-template
blnkfinance/blnk
blockscout/blockscout
blorm-network/ZerePy
blueedgetechno/blueweb
bmadcode/BMAD-METHOD
bmander/graphserver
bolna-ai/bolna
box/box-ui-elements
box/boxcli
bradymholt/cron-expression-descriptor
brenocq/implot3d
brentyi/jaxls
brevdev/brev-cli
browser-use/browser-use
browserbase/stagehand
browserless/browserless
browseros-ai/BrowserOS
bruin-data/bruin
bruin-data/ingestr
bryanedds/Nu
bufbuild/buf
buffdb/buffdb
buger/probe
bugsink/bugsink
buildbuddy-io/buildbuddy
busser/tfautomv
buster-so/buster
caesar0301/http-sniffer
caesar0301/pkt2flow
calcom/cal.com
callstack/react-native-testing-library
callstack/rnef
callstackincubator/flows-ai
callstackincubator/react-native-bottom-tabs
callstackincubator/react-native-fast-io
camunda/camunda
camunda/camunda-modeler
canvasxyz/canvas
cawa-93/vite-electron-builder
cberner/raptorq
celestiaorg/blobstream-contracts
celestiaorg/celestia-app
celestiaorg/celestia-core
celestiaorg/celestia-node
celestiaorg/docs
celestiaorg/rsmt2d
celo-org/celo-monorepo
chainstacklabs/pump-fun-bot
chainwayxyz/citrea
channel-io/bezier-react
chhoumann/quickadd
christianhelle/apiclientcodegen
christianhelle/httpgenerator
christianhelle/refitter
chrxh/alien
clash-verge-rev/clash-verge-rev
classmethod/tsumiki
clemlesne/scrape-it-now
clerk/clerk-docs
cline/cline
cloudflare/next-on-pages
cloudflare/workerd
cloudflare/workers-sdk
cloudstudio/ollama-laravel
cloudwalk/stratus
cloudwego/pilota
cockpit-project/cockpit
cockroachdb/cockroach
codegen-sh/codegen
codemod-com/codemod
coder/coder
codestoryai/sidecar
codexu/note-gen
coleam00/context-engineering-intro
coleam00/mcp-crawl4ai-rag
colinhacks/zod
collinbarrett/FilterLists
colorstackorg/oyster
commons-app/apps-android-commons
community/community
compiler-explorer/compiler-explorer
compiler-explorer/infra
comsince/vue-chat
confident-ai/deepteam
containerd/nerdctl
contentful/field-editors
cordx56/rustowl
cornerstonejs/cornerstone3D
coturn/coturn
creevey/creevey
crewAIInc/crewAI
crewAIInc/crewAI-tools
cschleiden/go-workflows
ctolkien/Slugify
cybersemics/em
cypress-io/cypress
czlonkowski/n8n-mcp
d-kuro/gwq
dai-motoki/haconiwa
dai-shi/excalidraw-claymate
dailydotdev/apps
daimo-eth/daimo
dalathegreat/Battery-Emulator
damien-schneider/cuicui
danielmonettelli/dotnetmaui-chatgpt-app-oss
danielroe/roe.dev
danny-avila/LibreChat
databrickslabs/dqx
databuddy-analytics/Databuddy
datahub-project/datahub
davide97l/ai-video-generator
dcSpark/shinkai-local-ai-agents
deadlydog/PowerShell.tiPS
debloper/piosk
debs-obrien/debbie.codes
deco-cx/chat
deeeed/expo-audio-stream
deepnoodle-ai/risor
deepset-ai/haystack-core-integrations
deeptrust-ai/terifai-open
demergent-labs/azle
devcontainers/cli
devcontainers/devcontainers.github.io
developersdigest/llm-answer-engine
devitocodes/devito
devtron-labs/devtron
different-ai/note-companion
different-ai/zero-finance
diggerhq/digger
digitaldemocracy2030/kouchou-ai
disler/single-file-agents
distribworks/dkron
djeada/Bash-Scripts
djlint/djLint
dnnsoftware/Dnn.Platform
docker/hello-genai
docker/labs-ai-tools-for-devs
docling-project/docling
doggy8088/github-copilot-configs
domaframework/doma
doodlum/skyrim-community-shaders
dotCMS/core
dotenvx/dotenvx
dotenvx/llmstxt
dotnet/Nerdbank.GitVersioning
dotnet/Open-XML-SDK
dotnet/SqlClient
dotnet/android
dotnet/android-libraries
dotnet/arcade
dotnet/aspire
dotnet/aspnetcore
dotnet/core
dotnet/csharp-notebooks
dotnet/dev-proxy
dotnet/diagnostics
dotnet/docfx
dotnet/docs
dotnet/docs-aspire
dotnet/docs-desktop
dotnet/dotnet
dotnet/dotnet-api-docs
dotnet/dotnet-docker
dotnet/efcore
dotnet/extensions
dotnet/fsharp
dotnet/java-interop
dotnet/machinelearning
dotnet/macios
dotnet/maui
dotnet/msbuild
dotnet/orleans
dotnet/performance
dotnet/razor
dotnet/roslyn
dotnet/runtime
dotnet/sdk
dotnet/source-build
dotnet/vscode-dotnet-runtime
dotnet/wcf
dotnet/winforms
dotnet/xharness
dotnet/yarp
dptech-corp/Uni-Dock
dreadl0ck/ja3
dreadl0ck/netcap
dreadl0ck/zeus
dsccommunity/SqlServerDsc
duneanalytics/spellbook
dust-tt/dust
dvcrn/mcp-server-siri-shortcuts
dymensionxyz/dymension
dynamoose/dynamoose
dyoshikawa/rulesync
e2b-dev/fragments
easyops-cn/docusaurus-search-local
econ-ark/HARK
editorconfig/editorconfig-vscode
elastic/integrations
elastic/kibana
elastic/terraform-provider-elasticstack
electerm/electerm
electric-sql/d2ts
electricitymaps/electricitymaps-contrib
elementary-data/dbt-data-reliability
elevenlabs/elevenlabs-docs
elie222/inbox-zero
elizaOS/eliza
elizaOS/eliza-starter
elninotech/uppload
elonen/clapshot
elsa-workflows/elsa-core
elsa-workflows/elsa-studio
embeddings-benchmark/mteb
emoncms/emoncms
emqx/emqx-docs
emqx/quic
ensdomains/docs
ensdomains/ens-app-v3
ensdomains/ensdomains-landing
ensdomains/governance-contracts
enzonotario/vitepress-openapi
epicweb-dev/client-hints
epicweb-dev/epicshop
epicweb-dev/react-fundamentals
epicweb-dev/restore-scroll
erlang/otp
erpc/erpc
eslint/eslint
esphome/esphome
esphome/esphome-devices
espressif/esptool
espresso3389/pdfrx
estruyf/vscode-demo-time
estruyf/vscode-front-matter
ethyca/fides
etna-team/etna
evergreen-ci/evergreen
evmts/tevm-monorepo
evstack/ev-node
exa-labs/exa-mcp-server
exa-labs/exa-py
expressobits/inventory-system
eyaltoledano/claude-task-master
f/mcp-startup-framework
f/mcptools
fabriziosalmi/certmate
facebook/idb
facioquo/stock-indicators-python
faros-ai/airbyte-connectors
faros-ai/faros-community-edition
fatedier/fft
feiskyer/chatgpt-copilot
feiyuchuixue/sz-boot-parent
fgilde/MudBlazor.Extensions
filecoin-project/lotus
filecoin-project/ref-fvm
fireship-io/flamethrower
firezone/firezone
fishaudio/fish-speech
fjordllc/bootcamp
folke/snacks.nvim
formancehq/ledger
formbricks/formbricks
foxminchan/BookWorm
fredrikburmester/streamystats
freeCodeCamp/mobile
freenet/freenet-core
frenck/spook
friendsofhyperf/components
garyttierney/me3
gear-tech/gear
gelisam/klister
geneontology/go-ontology
generaltranslation/gt
gensx-inc/gensx
geoserver/geoserver
get-convex/convex-helpers
get-convex/turbo-expo-nextjs-clerk-convex-monorepo
getAlby/hub
getAlby/lightning-browser-extension
getAsterisk/claudia
getkirby/kirby
getlago/lago-api
getsentry/relay
getsentry/sentry
getsentry/sentry-cli
getsentry/sentry-cocoa
getsentry/sentry-dart
getsentry/sentry-docs
getsentry/sentry-dotnet
getsentry/sentry-java
getsentry/sentry-javascript
getsentry/sentry-kotlin-multiplatform
getsentry/sentry-laravel
getsentry/sentry-mcp
getsentry/sentry-php
getsentry/sentry-python
getsentry/sentry-react-native
getsentry/sentry-unity
getsentry/sentry-unreal
getsentry/sentry-wizard
getsentry/spotlight
giselles-ai/giselle
git-for-windows/git
git/git-scm.com
github-copilot-resources/copilot-metrics-viewer
github/awesome-copilot
github/branch-deploy
github/brasil
github/choosealicense.com
github/codeql
github/contributors
github/docs
github/gh-gei
github/gh-models
github/github-mcp-server
github/issue-metrics
github/maintainermonth
github/rubocop-github
githubnext/awesome-continuous-ai
gitkraken/vscode-gitlens
gitpod-io/gitpod
gitroomhq/postiz-app
gm3dmo/the-power
gmathi/NovelLibrary
go-vikunja/vikunja
goaop/framework
goat-community/goat
goat-sdk/goat
gofiber/fiber
goharbor/harbor
goodjoblife/GoodJobShare
google-deepmind/gemma
google-gemini/gemini-cli
google/automotive-design-compose
gpertea/gffcompare
gradio-app/gradio
grafana/jsonnet-libs
grafana/loki
grafbase/grafbase
graphistry/pygraphistry
gridaco/grida
gronxb/hot-updater
groue/GRDB.swift
groupultra/telegram-search
gtg922r/obsidian-numerals
haasonsaas/ocode
hackmdio/codimd
hacs/integration
hahwul/dalfox
halo-dev/halo
hamster1963/nezha-dash
haolange/InfinityRenderPipeline
harrisonwang/docxy
hasanharman/form-builder
haydenbleasel/eververse
haydenbleasel/kibo
haydenbleasel/ultracite
hcengineering/platform
hit-moodle/moodle-local_onlinejudge
hmislk/hmis
home-assistant/frontend
hoophq/hoop
hoylabs/OpenDTU-OnBattery
hpcc-systems/HPCC-Platform
hpcc-systems/hpcc-js-wasm
huggingface/huggingface.js
huggingface/huggingface_hub
humanlogio/humanlog
humanwhocodes/crosspost
hyperbrowserai/HyperAgent
hyperledger/besu
hyperlight-dev/hyperlight
hyperweb-io/telescope
hyperxpro/Brotli4j
hypothesis/client
iNavFlight/inav
ibelick/zola
icehouse-ventures/laravel-chartjs
igraph/igraph
igraph/rigraph
imbhargav5/rooks
intellectronica/ruler
intern3-chat/intern3-chat
intility/fastapi-azure-auth
invokable/laravel-google-sheets
invoke-ai/InvokeAI
invoke-ai/invoke-training
iovisor/ubpf
irihitech/Semi.Avalonia
irihitech/Ursa.Avalonia
ismail9k/vue3-carousel
istio/istio
iterative/datachain
ithacaxyz/account
ithacaxyz/porto
ivo-toby/mcp-openapi-server
jabrena/cursor-rules-java
jacepark12/ticktick-mcp
jacksonkasi1/tnks-data-table
jamdotdev/jam-dev-utilities
james-gould/azure-keyvault-emulator
jamesmh/coravel
jamesrochabrun/SwiftAnthropic
jamsocket/forevervm
jamubc/gemini-mcp-tool
janiskelemen/formvuelar
jbangdev/jbang
jcputney/scorm-again
jdx/mise
jean-technologies/jean-memory
jefago/tiny-markdown-editor
jeffkl/ManagedDism
jenkinsci/jira-plugin
jeroenterheerdt/HAsmartirrigation
jesec/flood
jiahaoxiang2000/claude-code-zed
jialeicui/open-lx01
jihadkhawaja/Egroo
jina-ai/deepsearch-ui
jina-ai/node-DeepResearch
jina-ai/reader
jirihofman/portfolio
jis3r/icons
jlowin/fastmcp
jlucansky/Swiddler
jnidzwetzki/pg-lock-tracer
jnsahaj/tweakcn
jodendaal/OpenAI.Net
joeyates/imap-backup
johnlindquist/kit
johnlokerse/awesome-azure-devops
johnpapa/shopathome
johnsusek/praeco
jonasbark/swiftcontrol
joshukraine/dotfiles
jsforce/jsforce
juicyllama/llana
juspay/hyperswitch
justtrackio/gosoline
jxxghp/MoviePilot
jxxghp/MoviePilot-Frontend
kaichen/kimicc
kanisterio/kanister
karakeep-app/karakeep
kavishdevar/librepods
kbwo/ccmanager
keepassxreboot/keepassxc
keephq/keep
kelleyma49/PSFzf
kentcdodds/kentcdodds.com
kerryjiang/SuperSocket
kevingosse/Silhouette
kingstinct/react-native-healthkit
kingwrcy/moments
kitloong/laravel-migrations-generator
kiwicom/orbit
kizuna-ai-lab/sokuji
kleosr/cursorkleosr
kodjodevf/mangayomi
kodustech/kodus-ai
kohya-ss/sd-scripts
kortix-ai/suna
kubernetes-sigs/azuredisk-csi-driver
kubernetes-sigs/azurefile-csi-driver
kubernetes-sigs/blob-csi-driver
kubernetes-sigs/cloud-provider-azure
kubernetes-sigs/headlamp
kubernetes-sigs/sig-storage-local-static-provisioner
kubernetes/enhancements
kyegomez/swarms
labring/laf
lacymorrow/crossover
laiso/askrepo
laiso/site2pdf
lakshaybhushan/vecto3d
langbot-app/LangBot
langchain-ai/langchain
langchain-ai/langgraph
langflow-ai/langflow
langfuse/langfuse
langfuse/langfuse-docs
langfuse/langfuse-python
laststance/create-react-app-vite
latitude-dev/latitude-llm
laude-institute/terminal-bench
launchdarkly/ld-relay
launchql/pgsql-parser
lawrencegripper/azbrowse
legions-developer/invoicely
leighmcculloch/gochecknoglobals
leighmcculloch/looks.wtf
leighmcculloch/vagrant-docker-compose
leonardsellem/n8n-mcp-server
lgallard/terraform-aws-backup
liam-hq/liam
libretro/mupen64plus-libretro-nx
licensee/licensee
lightdash/lightdash
lima-vm/lima
lingodotdev/lingo.dev
linux-do/cdk
liuyanghejerry/painttyWidget
liveblocks/liveblocks
livekit/agents
livepeer/go-livepeer
livestorejs/livestore
livingbio/typed-ffmpeg
liyupi/yu-ai-agent
longbridge/gpui-component
lostintangent/gistpad
lostintangent/gistpad-mcp
ltwlf/json-diff-ts
lucasjinreal/Kokoros
luccahuguet/yazelix
lukasoppermann/style-dictionary-utils
lukemurraynz/awesome-azure-architecture
lumen-notes/lumen
lunasaw/gb28181-proxy
luohy15/y-gui
luohy15/y-router
lutzroeder/netron
lvgl/lv_binding_micropython
lxc/terraform-provider-incus
lynx-family/lynx-stack
magiclabs/magic-js
mainframecomputer/fullmoon-web
makiisthenes/TiktokAutoUploader
malloydata/malloy
mamba-org/mamba
manekinekko/angular-web-bluetooth
manifoldmarkets/manifold
maplibre/martin
marimo-team/marimo
markuplint/markuplint
mashmatrix/react-lightning-design-system
mastra-ai/mastra
mateothegreat/svelte5-router
matsui528/rii
mattermost/mattermost
matthias-k/pysaliency
mattpocock/total-typescript-monorepo
mautic/mautic
maybe-finance/maybe
mayswind/ezbookkeeping
mbrt/gmailctl
mckaywrigley/mckays-app-template
mebjas/html5-qrcode
mediar-ai/terminator
medplum/medplum
meilisearch/meilisearch-mcp
mendableai/firecrawl
mendableai/firecrawl-mcp-server
messense/jieba-rs
messense/typst-py
metabase/metabase
metimol/BlackWave
metowolf/vCards
mfts/papermark
michaellatman/mcp-get
micropython/micropython
microsoft/AL-Go
microsoft/AdaptiveCards
microsoft/ApplicationInsights-JS
microsoft/ApplicationInsights-Java
microsoft/ApplicationInsights-node.js
microsoft/AzureTRE
microsoft/BCApps
microsoft/BotBuilder-Samples
microsoft/BotFramework-WebChat
microsoft/DacFx
microsoft/FluidFramework
microsoft/Forge
microsoft/Foundry-Local
microsoft/GSL
